hash,confirmations,strippedSize,size,weight,height,version,merkleRoot,txnCount,reward,txnFeeTotal,totalInputValue,totalOutputValue,time,nonce,bits,difficulty,previousBlockHash,nextBlockHash
0000000013a23e1856d468bb2f39e8b879f3144df51c42a7661bdbd9c0e303be,324873,216,216,864,31537,1,a6b12686840d4e27a932eac79c0021b37b06939aa50e9aea38b7a11bd4fab8da,1,50,0,0,50,2009-12-25 13:39:54 -0500 EST,91873313,1d00ffff,1,000000005babe1b75e8d4725ad4f8c7c0df3a73c236ff945cd68ed2cee8969e3,0000000099c8d7dde25ca6d164c5e3fb2e50ad358bb1d488e339683c2287301d
0000000099c8d7dde25ca6d164c5e3fb2e50ad358bb1d488e339683c2287301d,324872,216,216,864,31538,1,644d70654be454a0d05e7b1a761d639be6d36205eca565024e305b973525aabd,1,50,0,0,50,2009-12-25 13:40:20 -0500 EST,454255113,1d00ffff,1,0000000013a23e1856d468bb2f39e8b879f3144df51c42a7661bdbd9c0e303be,00000000ca23d0d5006b6786deaedbc70322657a13a76253cca643fe248d2ba2
00000000ca23d0d5006b6786deaedbc70322657a13a76253cca643fe248d2ba2,324871,216,216,864,31539,1,b78bda44c11fce40f4b8b46108f78b9466a0352f52a3416838b75fd4b6c3415d,1,50,0,0,50,2009-12-25 13:55:37 -0500 EST,312877999,1d00ffff,1,0000000099c8d7dde25ca6d164c5e3fb2e50ad358bb1d488e339683c2287301d,00000000db91a21117dc7b89d13fb576a516185b946236e77fb64decfcb9f52e
00000000db91a21117dc7b89d13fb576a516185b946236e77fb64decfcb9f52e,324870,215,215,860,31540,1,5b213539d8da9190f09b3c54340d509425d5b875e955be9a296f3b53c1eaa865,1,50,0,0,50,2009-12-25 13:57:44 -0500 EST,16617908,1d00ffff,1,00000000ca23d0d5006b6786deaedbc70322657a13a76253cca643fe248d2ba2,0000000025f686fa5bbbc7b7adefa4354510b8efc9d4fe7cf942fca0dea153c7
0000000025f686fa5bbbc7b7adefa4354510b8efc9d4fe7cf942fca0dea153c7,324869,216,216,864,31541,1,2718a89c66457505482b77050f856141e2d176f00c07e12d6db50cb5d960bd9a,1,50,0,0,50,2009-12-25 14:12:42 -0500 EST,350121070,1d00ffff,1,00000000db91a21117dc7b89d13fb576a516185b946236e77fb64decfcb9f52e,0000000063e932bfac6a8507a6262bc1f8ff458983b0d5524114e3da8cc67058
0000000063e932bfac6a8507a6262bc1f8ff458983b0d5524114e3da8cc67058,324868,215,215,860,31542,1,2448951a783f7535a1fba184e00229789bd12bfa352d7871af55f9adceeb2e4b,1,50,0,0,50,2009-12-25 14:23:29 -0500 EST,239200826,1d00ffff,1,0000000025f686fa5bbbc7b7adefa4354510b8efc9d4fe7cf942fca0dea153c7,00000000a25d1a4bee58c273d296465743fccd9fa17d96791eb6978211262eda
00000000a25d1a4bee58c273d296465743fccd9fa17d96791eb6978211262eda,324867,216,216,864,31543,1,f967e3b906b5211e77fdc2f27068351b99d5459b23b65b70810b1b2430608b11,1,50,0,0,50,2009-12-25 14:28:34 -0500 EST,78052349,1d00ffff,1,0000000063e932bfac6a8507a6262bc1f8ff458983b0d5524114e3da8cc67058,0000000040d9c9e7ad780ca0f24fdaef304c72e9a801d900082378dbaead7d91
0000000040d9c9e7ad780ca0f24fdaef304c72e9a801d900082378dbaead7d91,324866,216,216,864,31544,1,19485f34ea091b4ca284bb4ec63afa55ab6c0838a2aacee5cd4af20499ac313a,1,50,0,0,50,2009-12-25 14:29:18 -0500 EST,1556294173,1d00ffff,1,00000000a25d1a4bee58c273d296465743fccd9fa17d96791eb6978211262eda,00000000b292d4912fcf521e5c7c455a0e347cde6f1e6bb9ba09320ca186a384
00000000b292d4912fcf521e5c7c455a0e347cde6f1e6bb9ba09320ca186a384,324865,216,216,864,31545,1,7906fbe75de7351be3675399d86d8d6ac3aa774d7c928b17c631f24716332f2c,1,50,0,0,50,2009-12-25 14:52:09 -0500 EST,536722162,1d00ffff,1,0000000040d9c9e7ad780ca0f24fdaef304c72e9a801d900082378dbaead7d91,000000009613fc86f6f12c5d25a4e9b7233a42f4b5d9d237229052f62bf1cf1f
000000009613fc86f6f12c5d25a4e9b7233a42f4b5d9d237229052f62bf1cf1f,324864,215,215,860,31546,1,b28a4108a278104b28372e6835c90b19da4c679b325c0a6747917adba4bc497c,1,50,0,0,50,2009-12-25 15:00:44 -0500 EST,200698161,1d00ffff,1,00000000b292d4912fcf521e5c7c455a0e347cde6f1e6bb9ba09320ca186a384,000000005bc5b30052bb80dfbb88ed412d8391119453ebe2bb14f19f77bedb21
000000005bc5b30052bb80dfbb88ed412d8391119453ebe2bb14f19f77bedb21,324863,216,216,864,31547,1,b596635110deb13b76e8e1f1da6124ef7685127933581e54d5ca47a73d188b0d,1,50,0,0,50,2009-12-25 15:12:35 -0500 EST,4268464128,1d00ffff,1,000000009613fc86f6f12c5d25a4e9b7233a42f4b5d9d237229052f62bf1cf1f,000000008fbd12679e41f8e0cccb755277b237523cdf5d732215c6a1d20d28bf
000000008fbd12679e41f8e0cccb755277b237523cdf5d732215c6a1d20d28bf,324862,215,215,860,31548,1,199ef229bc11e19681be551cd1c2368ce2e67b2d7f74b555bd4a47f588380361,1,50,0,0,50,2009-12-25 15:17:57 -0500 EST,86008157,1d00ffff,1,000000005bc5b30052bb80dfbb88ed412d8391119453ebe2bb14f19f77bedb21,00000000e8300a90605c75ac601ad25e4796bc410ef3e22475dddf156da3b5b1
00000000e8300a90605c75ac601ad25e4796bc410ef3e22475dddf156da3b5b1,324861,215,215,860,31549,1,82df7167899f2c2d74dd39e0e440b5714f4ab6da4a5ad5a0f9fd05a85ef922d7,1,50,0,0,50,2009-12-25 15:38:45 -0500 EST,248239570,1d00ffff,1,000000008fbd12679e41f8e0cccb755277b237523cdf5d732215c6a1d20d28bf,000000006f930657cad2761041ecb84dd86d8953311d52eb1cc67c99140ba891
000000006f930657cad2761041ecb84dd86d8953311d52eb1cc67c99140ba891,324860,216,216,864,31550,1,0ac0cc133bc994c9cb279c4a0b48feff62aa828218005a5cdfed36638584594b,1,50,0,0,50,2009-12-25 15:53:07 -0500 EST,164358149,1d00ffff,1,00000000e8300a90605c75ac601ad25e4796bc410ef3e22475dddf156da3b5b1,000000004e408e0a5a6ea108d61234c11c30c0616a497b70bf18eee4f1edaaf1
000000004e408e0a5a6ea108d61234c11c30c0616a497b70bf18eee4f1edaaf1,324859,216,216,864,31551,1,032022bb03ff783803d2bbf25b0090e91573b295f0a523eaca0af01db241bd1f,1,50,0,0,50,2009-12-25 15:59:23 -0500 EST,544534279,1d00ffff,1,000000006f930657cad2761041ecb84dd86d8953311d52eb1cc67c99140ba891,000000006515050dfc30a04e492efb9f569dff0a849749f61b7dc4074887d78b
000000006515050dfc30a04e492efb9f569dff0a849749f61b7dc4074887d78b,324858,216,216,864,31552,1,2b58d8e32ff049d7ca599e979b0e1bd9977e6021cab84f21aeaebd5d3d17efec,1,50,0,0,50,2009-12-25 16:06:47 -0500 EST,138216984,1d00ffff,1,000000004e408e0a5a6ea108d61234c11c30c0616a497b70bf18eee4f1edaaf1,00000000af6c89da4035bb56331264dda2170bb2013698cd2d3a81cb8ef876ec
00000000af6c89da4035bb56331264dda2170bb2013698cd2d3a81cb8ef876ec,324857,216,216,864,31553,1,c8a091d5163e969f901a42fe11f2046e8d592e5b1e80917e63531c5eda06fbbb,1,50,0,0,50,2009-12-25 16:58:03 -0500 EST,919139128,1d00ffff,1,000000006515050dfc30a04e492efb9f569dff0a849749f61b7dc4074887d78b,00000000be03bfdb1f981c203d37b2f378eeec2c47cda81ea9b4d1550824f519
00000000be03bfdb1f981c203d37b2f378eeec2c47cda81ea9b4d1550824f519,324856,216,216,864,31554,1,c6e1964a8942a82526835a170b71d225832e29547af3460fe2f694447063fed1,1,50,0,0,50,2009-12-25 17:13:21 -0500 EST,353972161,1d00ffff,1,00000000af6c89da4035bb56331264dda2170bb2013698cd2d3a81cb8ef876ec,0000000050e241c508790c8a10377534b9bfb304493938664c1a48e4b7003be2
0000000050e241c508790c8a10377534b9bfb304493938664c1a48e4b7003be2,324855,215,215,860,31555,1,df0f11892ac361f922d0751c9a55587ed86a7b822dbe93cbbcafb4dceaa250f7,1,50,0,0,50,2009-12-25 17:18:50 -0500 EST,74398396,1d00ffff,1,00000000be03bfdb1f981c203d37b2f378eeec2c47cda81ea9b4d1550824f519,0000000062c6023bfaebf69c31020d5cc7b16d5a61cd92b6ca7934a9fcc419c0
0000000062c6023bfaebf69c31020d5cc7b16d5a61cd92b6ca7934a9fcc419c0,324854,216,216,864,31556,1,3f0b5ba4889cec8f7068115d29729067709be719801537bea7f401eca62a47ba,1,50,0,0,50,2009-12-25 17:23:21 -0500 EST,880441858,1d00ffff,1,0000000050e241c508790c8a10377534b9bfb304493938664c1a48e4b7003be2,00000000b66f63d71827c6b849578289b001ca1d56abf23910cb9d77e55df4e3
00000000b66f63d71827c6b849578289b001ca1d56abf23910cb9d77e55df4e3,324853,216,216,864,31557,1,c77e959230737a71d505dccdf7a870a2bd3ac60b3b7ab0485bf02584e55523b4,1,50,0,0,50,2009-12-25 18:06:17 -0500 EST,4158306567,1d00ffff,1,0000000062c6023bfaebf69c31020d5cc7b16d5a61cd92b6ca7934a9fcc419c0,00000000ab7a34950f305db708125ebb2340b6c314e387a6b3fe125580dc8a02
00000000ab7a34950f305db708125ebb2340b6c314e387a6b3fe125580dc8a02,324852,216,216,864,31558,1,fac64a6b9693d13f66f8794bb6982cffc181ca78a42b115f240219de45199ef4,1,50,0,0,50,2009-12-25 18:08:46 -0500 EST,43874477,1d00ffff,1,00000000b66f63d71827c6b849578289b001ca1d56abf23910cb9d77e55df4e3,000000005d3a9cc0a652d43e49e5b0e8202381c751fc9ad1edfe0657b712d785
000000005d3a9cc0a652d43e49e5b0e8202381c751fc9ad1edfe0657b712d785,324851,216,216,864,31559,1,cf57544a9c3ed53c67a2f18b50dc6f13dcdc59a23cc129da4ec7f0e8fb3f3d07,1,50,0,0,50,2009-12-25 18:36:43 -0500 EST,656924265,1d00ffff,1,00000000ab7a34950f305db708125ebb2340b6c314e387a6b3fe125580dc8a02,000000004c26d301c7e63f14480f28112219914bcb563b3f608e29c6788e8a45
000000004c26d301c7e63f14480f28112219914bcb563b3f608e29c6788e8a45,324850,216,216,864,31560,1,6b4c11254e97175bb10b789727900c921d623f6e19c0166777a13665e1d485b7,1,50,0,0,50,2009-12-25 18:38:08 -0500 EST,25167709,1d00ffff,1,000000005d3a9cc0a652d43e49e5b0e8202381c751fc9ad1edfe0657b712d785,000000004f5fc437b41ff7b8f8199bd4cf40c4e71227dd5c84f2086f343ff68c
000000004f5fc437b41ff7b8f8199bd4cf40c4e71227dd5c84f2086f343ff68c,324849,216,216,864,31561,1,192bdf2c8f1900338529bf201ebfeb0d15ed954b9aaeb7bbfaa063a221659abd,1,50,0,0,50,2009-12-25 18:39:39 -0500 EST,33242738,1d00ffff,1,000000004c26d301c7e63f14480f28112219914bcb563b3f608e29c6788e8a45,000000003134a4c10ef706dfbf4cb99ae11cf992efb8244ccc2331b11412fb80
000000003134a4c10ef706dfbf4cb99ae11cf992efb8244ccc2331b11412fb80,324848,215,215,860,31562,1,7d7d1f6a8e4d6cf4705120b3100a0dd388cbdeb089c04bf3053234b45a2ff1ec,1,50,0,0,50,2009-12-25 19:03:32 -0500 EST,366845771,1d00ffff,1,000000004f5fc437b41ff7b8f8199bd4cf40c4e71227dd5c84f2086f343ff68c,00000000f515175da7e2ca1cb1242ff1ae458cb4639df31c20d1b3a7e9c888c8
00000000f515175da7e2ca1cb1242ff1ae458cb4639df31c20d1b3a7e9c888c8,324847,216,216,864,31563,1,de67d73424c5108c01c339514a2aec1524bf4cced7fbf6a1e63a5233a9c358a7,1,50,0,0,50,2009-12-25 19:14:17 -0500 EST,650611208,1d00ffff,1,000000003134a4c10ef706dfbf4cb99ae11cf992efb8244ccc2331b11412fb80,0000000007b787d63caa77faed198801e7c88191da7d359ed76cbc1402841aad
0000000007b787d63caa77faed198801e7c88191da7d359ed76cbc1402841aad,324846,216,216,864,31564,1,0f08e30f11124266b3f4fd11761f1e0fbb80cb074499c30b8565e3f1aafd53d0,1,50,0,0,50,2009-12-25 19:24:54 -0500 EST,2277458967,1d00ffff,1,00000000f515175da7e2ca1cb1242ff1ae458cb4639df31c20d1b3a7e9c888c8,00000000e094ee51346d72ecdcd2dac2ff2abd36ae07342c2d5218d04ef6138d
00000000e094ee51346d72ecdcd2dac2ff2abd36ae07342c2d5218d04ef6138d,324845,215,215,860,31565,1,b2c55cf0dd1ef40199644d22668bc53c40edc19bed96688f58d30949b8c4d22a,1,50,0,0,50,2009-12-25 19:40:50 -0500 EST,110853003,1d00ffff,1,0000000007b787d63caa77faed198801e7c88191da7d359ed76cbc1402841aad,000000009fadbfa814136c2741f49fd77a10cf8d85c7803af7b717beda1be3a4
000000009fadbfa814136c2741f49fd77a10cf8d85c7803af7b717beda1be3a4,324844,216,216,864,31566,1,8105ec0218e7bc0d39b1908c9c6f942ef362911737b1448c1b4be08e7486606b,1,50,0,0,50,2009-12-25 19:43:08 -0500 EST,29463514,1d00ffff,1,00000000e094ee51346d72ecdcd2dac2ff2abd36ae07342c2d5218d04ef6138d,00000000f9c78f8280372e29b5b8a4f15f16b65163612bb4ffb10288fb648ceb
00000000f9c78f8280372e29b5b8a4f15f16b65163612bb4ffb10288fb648ceb,324843,216,216,864,31567,1,1bc9758e7e872bb49244e033ba23ca65791d7daa94a63ef1d9f31d42afa1c71c,1,50,0,0,50,2009-12-25 19:52:06 -0500 EST,11538184,1d00ffff,1,000000009fadbfa814136c2741f49fd77a10cf8d85c7803af7b717beda1be3a4,000000005d0c3a82dab04ce3f41583260991341154c60e353f7747e5ea4d8de7
000000005d0c3a82dab04ce3f41583260991341154c60e353f7747e5ea4d8de7,324842,216,216,864,31568,1,ba562fa44a17b40e50ff54c59ebc1fc1995ff032bf66e8e1b3945a16af7532cb,1,50,0,0,50,2009-12-25 20:15:43 -0500 EST,575332119,1d00ffff,1,00000000f9c78f8280372e29b5b8a4f15f16b65163612bb4ffb10288fb648ceb,00000000a13c2933dbbece8fcafa63aae7feccd20cf27ed6185d57f000cdffbb
00000000a13c2933dbbece8fcafa63aae7feccd20cf27ed6185d57f000cdffbb,324841,216,216,864,31569,1,f01f827ee6cf174a3cd053c6d6a7115cc35cc63448164603cffd4a6239866af7,1,50,0,0,50,2009-12-25 20:39:14 -0500 EST,3096192769,1d00ffff,1,000000005d0c3a82dab04ce3f41583260991341154c60e353f7747e5ea4d8de7,0000000028ac2dc731dd3acbf6ed61fadb1e8588d3736fb3e2ba5e57338b520a
0000000028ac2dc731dd3acbf6ed61fadb1e8588d3736fb3e2ba5e57338b520a,324840,215,215,860,31570,1,3fc6effef944b9c89a99cf632b1f202b4d6ed94f24a40fe826d97d715c69c33e,1,50,0,0,50,2009-12-25 20:42:36 -0500 EST,84948540,1d00ffff,1,00000000a13c2933dbbece8fcafa63aae7feccd20cf27ed6185d57f000cdffbb,0000000031990c2c45516c9f2ed0018c1d94915e89fd9d25736080a9ea95b63d
0000000031990c2c45516c9f2ed0018c1d94915e89fd9d25736080a9ea95b63d,324839,215,215,860,31571,1,94f76a1f5a6b3c4d817af062bee6ed0531a8c34bdcaf81b7ab6c7b7a632a8813,1,50,0,0,50,2009-12-25 20:59:22 -0500 EST,404955492,1d00ffff,1,0000000028ac2dc731dd3acbf6ed61fadb1e8588d3736fb3e2ba5e57338b520a,0000000007fc66123c213b8b8f63f41bc45d52323d5dee257f8e72e4c73fc652
0000000007fc66123c213b8b8f63f41bc45d52323d5dee257f8e72e4c73fc652,324838,215,215,860,31572,1,2eec4bc70f09f9594f1c36c63bf842ce56bf00d928ec6ffaf5d43a7c349a8f38,1,50,0,0,50,2009-12-25 21:01:13 -0500 EST,48165393,1d00ffff,1,0000000031990c2c45516c9f2ed0018c1d94915e89fd9d25736080a9ea95b63d,00000000ff701290b75d642b533e37088e3b736d15d558acd45ab678d2efd4ec
00000000ff701290b75d642b533e37088e3b736d15d558acd45ab678d2efd4ec,324837,215,215,860,31573,1,7839c94c9bb43cbeca47c1de729923bce020a22b638332d07d4cc10ea08bf80b,1,50,0,0,50,2009-12-25 21:24:44 -0500 EST,362229844,1d00ffff,1,0000000007fc66123c213b8b8f63f41bc45d52323d5dee257f8e72e4c73fc652,00000000b5563a8cb8c69f20d6667e3e7f23ba23d3b18b79a2e96fb99838fed9
00000000b5563a8cb8c69f20d6667e3e7f23ba23d3b18b79a2e96fb99838fed9,324836,216,216,864,31574,1,5a82720eb1f2bd126351e688951f80b70fb01a7ffd56cc0a9cab7b3561737e0d,1,50,0,0,50,2009-12-25 21:34:38 -0500 EST,3033103363,1d00ffff,1,00000000ff701290b75d642b533e37088e3b736d15d558acd45ab678d2efd4ec,00000000b542d206f790ae9162f0b50ba100f9e77cdbff773c27f696407e679d
00000000b542d206f790ae9162f0b50ba100f9e77cdbff773c27f696407e679d,324835,216,216,864,31575,1,cdc8681ac5b0af51384056644c59d0587f57c60927540db1b1e31dca8987bab5,1,50,0,0,50,2009-12-25 21:47:44 -0500 EST,305307371,1d00ffff,1,00000000b5563a8cb8c69f20d6667e3e7f23ba23d3b18b79a2e96fb99838fed9,00000000e74aa432e190e1ddea3d43c56d29e1e488b6b33b74aef9f56519cece
00000000e74aa432e190e1ddea3d43c56d29e1e488b6b33b74aef9f56519cece,324834,216,216,864,31576,1,a5b59579bd854f5f04681f507f562df8c40ccd3ed64ab3dc39f036c202f0a5d1,1,50,0,0,50,2009-12-25 21:48:40 -0500 EST,983509786,1d00ffff,1,00000000b542d206f790ae9162f0b50ba100f9e77cdbff773c27f696407e679d,00000000ffe3cf2a3904cbfe6b3808936d85169a7f520ba413e3652dae432ae1
00000000ffe3cf2a3904cbfe6b3808936d85169a7f520ba413e3652dae432ae1,324833,216,216,864,31577,1,fea7640d7604a364ca195b3ee318057fcedb07cf06a2863870b2e85000e20fa9,1,50,0,0,50,2009-12-25 22:05:50 -0500 EST,1874870813,1d00ffff,1,00000000e74aa432e190e1ddea3d43c56d29e1e488b6b33b74aef9f56519cece,00000000b1d3a5cdac53f9d412766a8adfed9580ca81b053d5a17794ed0d3214
00000000b1d3a5cdac53f9d412766a8adfed9580ca81b053d5a17794ed0d3214,324832,215,215,860,31578,1,d126dc4126f926c3fe9f803657bb391a7772b8c41f10f56fe06f30a47d20432e,1,50,0,0,50,2009-12-25 22:08:22 -0500 EST,55614585,1d00ffff,1,00000000ffe3cf2a3904cbfe6b3808936d85169a7f520ba413e3652dae432ae1,0000000001cdd99fcdc0576b5d8421165eaa897c3977b6db025d4c5fe7c2e75d
0000000001cdd99fcdc0576b5d8421165eaa897c3977b6db025d4c5fe7c2e75d,324831,215,215,860,31579,1,2138800d02d7de9e6d95ed9363e4b914ad919f4a1c2c7e3a58cb52e5c355637b,1,50,0,0,50,2009-12-25 22:10:38 -0500 EST,57297593,1d00ffff,1,00000000b1d3a5cdac53f9d412766a8adfed9580ca81b053d5a17794ed0d3214,00000000c27ef839b18472930bcc554cf9a86a171175692b30267b9a27a6faf2
00000000c27ef839b18472930bcc554cf9a86a171175692b30267b9a27a6faf2,324830,215,215,860,31580,1,fe83bc8eb4b9ef81e43326a47afe17ad4269d17232c8375014a4113a52532548,1,50,0,0,50,2009-12-25 22:15:30 -0500 EST,113254147,1d00ffff,1,0000000001cdd99fcdc0576b5d8421165eaa897c3977b6db025d4c5fe7c2e75d,000000002f7bc44ca09045aefa111fa552d3524ac47eaf2532369936f5bb1831
000000002f7bc44ca09045aefa111fa552d3524ac47eaf2532369936f5bb1831,324829,216,216,864,31581,1,96c0174aed079a8789757f2a0db01f842d73d0a3648eeab2b5c7aaa54ce879f7,1,50,0,0,50,2009-12-25 22:17:57 -0500 EST,45107713,1d00ffff,1,00000000c27ef839b18472930bcc554cf9a86a171175692b30267b9a27a6faf2,00000000d816e024c230371c63d5d2a7e32a7e6fc575d096824312a752fdb0c9
00000000d816e024c230371c63d5d2a7e32a7e6fc575d096824312a752fdb0c9,324828,216,216,864,31582,1,5b11e0d0c449d1fcffcfc900fb77d944ef1053a1205547b5972bf303ae128e33,1,50,0,0,50,2009-12-25 22:23:02 -0500 EST,106010111,1d00ffff,1,000000002f7bc44ca09045aefa111fa552d3524ac47eaf2532369936f5bb1831,00000000f945d19a2f9cceda3f200a35e20decd6f35124cfc16d16d611fda8a1
00000000f945d19a2f9cceda3f200a35e20decd6f35124cfc16d16d611fda8a1,324827,216,216,864,31583,1,ba451a26fd2a28f9547e010a84ab7bcd0a5d9540455c61be14f738ca81732b4f,1,50,0,0,50,2009-12-25 22:33:22 -0500 EST,218501904,1d00ffff,1,00000000d816e024c230371c63d5d2a7e32a7e6fc575d096824312a752fdb0c9,000000005fc8f15c3ec247407f3e70815694ca6a712613bec04aa950c826b660
000000005fc8f15c3ec247407f3e70815694ca6a712613bec04aa950c826b660,324826,215,215,860,31584,1,876efef72c036dd24b893c89cb1f742efe57b25939d6d4cba2f95d77d19826f1,1,50,0,0,50,2009-12-25 22:34:36 -0500 EST,18662693,1d00ffff,1,00000000f945d19a2f9cceda3f200a35e20decd6f35124cfc16d16d611fda8a1,000000008cc3a120c6c3c3683cc1d6f8c4c28b24207ccc7d49b97c05ba692b92
